t	s(t)
19900	760.87
19950	761.69
20000	762.83
20050	763.94
20100	765.06
20150	766.12
20200	767.38
20250	768.34
20300	769.48
20350	770.79
20400	771.94
20450	773.12
20500	774.08
20550	775.12
20600	776.12
20650	777.2
20700	778.36
20750	779.62
20800	780.86
20850	782.11
20900	783.28
20950	784.27
21000	785.37
21050	786.29
21100	787.51
21150	788.48
21200	789.52
21250	790.48
21300	791.63
21350	792.54
21400	793.5
21450	794.58
21500	795.81
21550	796.77
21600	797.9
21650	798.93
21700	799.87
21750	801.03
21800	801.9
21850	802.98
21900	804.01
21950	805.36
22000	806.45
22050	807.46
22100	808.66
22150	809.69
22200	810.69
22250	811.66
22300	812.57
22350	813.92
22400	814.98
22450	816.02
22500	817.04
22550	818.15
22600	819.18
22650	820.37
22700	821.39
22750	822.39
22800	823.35
22850	824.15
22900	825.22
22950	826.36
23000	827.39
23050	828.38
23100	829.26
23150	830.27
23200	831.34
23250	832.5
23300	833.37
23350	834.45
23400	835.66
23450	836.76
23500	837.84
23550	839.11
23600	840.13
23650	841.15
23700	842.22
23750	843.14
23800	843.99
23850	845.1
23900	845.99
23950	846.86
24000	847.86
24050	848.86
24100	850.01
24150	851.06
24200	851.8
24250	852.61
24300	853.46
24350	854.54
24400	855.22
24450	856.22
24500	857.28
24550	858.45
24600	859.77
24650	860.77
24700	861.97
24750	862.98
24800	864.0
24850	864.91
24900	866.14
24950	867.29
