t	s(t)
12600	2203.84
12650	2208.51
12700	2213.47
12750	2218.13
12800	2223.31
12850	2227.91
12900	2232.93
12950	2238.28
13000	2243.98
13050	2248.93
13100	2254.27
13150	2260.02
13200	2264.82
13250	2270.01
13300	2274.89
13350	2280.24
13400	2285.08
13450	2290.04
13500	2295.61
13550	2301.48
13600	2306.71
13650	2312.36
13700	2317.61
13750	2322.7
13800	2327.41
13850	2332.71
13900	2337.75
13950	2343.08
14000	2348.38
14050	2353.22
14100	2358.07
14150	2363.36
14200	2367.92
14250	2373.06
14300	2377.62
14350	2382.51
14400	2387.4
14450	2392.72
14500	2397.2
14550	2401.88
14600	2407.3
14650	2411.82
14700	2416.43
14750	2420.85
14800	2425.13
14850	2429.57
14900	2434.89
14950	2439.57
15000	2444.93
15050	2449.6
15100	2454.32
15150	2459.27
15200	2463.66
15250	2468.11
15300	2473.86
15350	2478.9
15400	2484.11
15450	2488.49
15500	2493.88
15550	2498.19
15600	2503.07
15650	2507.72
15700	2512.45
15750	2517.12
15800	2521.68
15850	2526.54
15900	2531.08
15950	2535.53
16000	2540.62
16050	2545.9
16100	2550.29
16150	2554.8
16200	2558.67
16250	2563.24
16300	2567.76
16350	2572.66
16400	2577.22
16450	2581.75
16500	2586.28
16550	2590.68
16600	2594.99
16650	2599.66
16700	2603.97
16750	2608.18
16800	2612.78
16850	2617.73
16900	2623.12
16950	2627.47
17000	2632.42
17050	2637.27
17100	2642.04
17150	2646.52
17200	2651.22
17250	2655.3
17300	2660.45
17350	2664.81
17400	2668.94
17450	2673.19
17500	2677.7
17550	2681.9
17600	2686.57
17650	2691.81
17700	2696.5
17750	2701.08
17800	2706.09
17850	2710.17
17900	2714.65
17950	2719.32
18000	2723.48
18050	2728.83
18100	2733.81
18150	2738.61
18200	2743.29
18250	2747.75
18300	2752.29
18350	2756.61
18400	2761.3
18450	2765.62
18500	2770.05
18550	2774.0
18600	2778.51
18650	2783.1
18700	2786.98
18750	2791.61
18800	2795.4
18850	2799.92
18900	2804.58
18950	2808.1
19000	2812.59
19050	2817.12
19100	2821.09
19150	2824.85
19200	2829.08
19250	2833.37
19300	2837.77
19350	2841.81
19400	2846.64
19450	2850.78
19500	2855.11
19550	2859.5
19600	2864.11
19650	2868.67
19700	2872.73
19750	2876.26
19800	2880.73
19850	2884.91
19900	2889.31
19950	2893.3
20000	2897.61
20050	2901.66
20100	2906.35
20150	2910.99
20200	2915.01
20250	2919.33
20300	2923.43
20350	2927.67
20400	2931.7
20450	2936.41
20500	2940.24
20550	2944.72
20600	2948.99
20650	2953.65
20700	2957.96
20750	2962.52
20800	2966.56
20850	2970.66
20900	2974.87
20950	2979.13
21000	2983.41
21050	2987.42
21100	2992.52
21150	2996.67
21200	3000.6
21250	3004.77
21300	3009.53
21350	3013.08
21400	3017.66
21450	3021.21
21500	3025.71
21550	3029.94
21600	3034.14
21650	3038.18
21700	3041.88
21750	3046.04
21800	3050.02
21850	3054.87
21900	3059.58
21950	3064.01
22000	3068.75
22050	3072.92
22100	3077.06
22150	3081.23
22200	3085.64
22250	3089.42
22300	3093.91
22350	3098.06
22400	3101.53
22450	3105.34
22500	3109.57
22550	3113.65
22600	3118.19
22650	3122.05
22700	3125.87
22750	3129.6
22800	3133.93
22850	3137.97
22900	3141.68
22950	3145.85
23000	3150.08
23050	3154.16
23100	3157.72
23150	3161.96
23200	3165.93
23250	3170.55
23300	3174.28
23350	3178.18
23400	3181.72
23450	3185.53
23500	3189.85
23550	3194.25
23600	3198.02
23650	3202.37
23700	3206.25
23750	3210.07
23800	3214.17
23850	3218.29
23900	3222.18
23950	3225.98
24000	3230.05
24050	3234.14
24100	3237.87
24150	3241.45
24200	3245.58
24250	3248.8
24300	3252.74
24350	3256.82
24400	3260.2
24450	3264.29
24500	3268.08
24550	3271.99
24600	3275.44
24650	3279.3
24700	3283.35
24750	3287.05
24800	3290.83
24850	3294.02
24900	3297.79
24950	3301.59
